snapshot_month,lecturer_id,lecturer_name,faculty_code,faculty_name,scopus_author_id,publication_count_total,citation_count_total,h_index,publication_delta_month,citation_delta_month,api_status,notes
2025-10,SCOPUS_57220032991,"Prof. Dr. BUDI SANTOSO, SH., LLM.",FH,FH,57220032991,11,23,2,1,2,IMPORTED,
2025-11,SCOPUS_57220032991,"Prof. Dr. BUDI SANTOSO, SH., LLM.",FH,FH,57220032991,11,23,2,0,0,IMPORTED,
2025-12,SCOPUS_57220032991,"Prof. Dr. BUDI SANTOSO, SH., LLM.",FH,FH,57220032991,12,23,2,1,0,IMPORTED,
2026-01,SCOPUS_57220032991,"Prof. Dr. BUDI SANTOSO, SH., LLM.",FH,FH,57220032991,21,30,3,9,7,IMPORTED,
2026-02,SCOPUS_57220032991,"Prof. Dr. BUDI SANTOSO, SH., LLM.",FH,FH,57220032991,22,32,3,1,2,IMPORTED,
2026-03,SCOPUS_57220032991,"Prof. Dr. BUDI SANTOSO, SH., LLM.",FH,FH,57220032991,22,33,3,0,1,IMPORTED,
2025-04,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,,,IMPORTED,
2025-05,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-06,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-07,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-08,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-09,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-10,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-11,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2025-12,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2026-01,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,2,0,0,0,0,IMPORTED,
2026-02,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,3,0,0,1,0,IMPORTED,
2026-03,SCOPUS_57220042936,"UCCA ARAWINDHA, S.Sos., MA",FISIP,FISIP,57220042936,3,0,0,0,0,IMPORTED,
2025-04,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,4,8,2,,,IMPORTED,
2025-05,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,8,2,1,0,IMPORTED,
2025-06,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,8,2,0,0,IMPORTED,
2025-07,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,8,2,0,0,IMPORTED,
2025-08,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,8,2,0,0,IMPORTED,
2025-09,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,8,2,0,0,IMPORTED,
2025-10,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,8,2,0,0,IMPORTED,
2025-11,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,9,2,0,1,IMPORTED,
2025-12,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,9,2,0,0,IMPORTED,
2026-01,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,11,2,0,2,IMPORTED,
2026-02,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,11,2,0,0,IMPORTED,
2026-03,SCOPUS_57220078910,"DARMANTO, S.T., M.T.",FTP,FTP,57220078910,5,11,2,0,0,IMPORTED,
2025-04,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,26,2,,,IMPORTED,
2025-05,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,26,2,0,0,IMPORTED,
2025-06,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,27,2,0,1,IMPORTED,
2025-07,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,27,2,0,0,IMPORTED,
2025-08,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,30,2,0,3,IMPORTED,
2025-09,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,32,2,0,2,IMPORTED,
2025-10,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,15,33,3,0,1,IMPORTED,
2025-11,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,17,36,3,2,3,IMPORTED,
2025-12,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,17,36,3,0,0,IMPORTED,
2026-01,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,17,37,3,0,1,IMPORTED,
2026-02,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,17,37,3,0,0,IMPORTED,
2026-03,SCOPUS_57220096402,"drh. ANDREAS BANDANG HARDIAN, MVSc.",FKH,FKH,57220096402,17,38,3,0,1,IMPORTED,
2025-04,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,4,0,0,,,IMPORTED,
2025-05,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,6,50,3,2,50,IMPORTED,
2025-06,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,6,53,3,0,3,IMPORTED,
2025-07,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,6,53,3,0,0,IMPORTED,
2025-08,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,6,53,3,0,0,IMPORTED,
2025-09,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,6,54,3,0,1,IMPORTED,
2025-10,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,6,56,3,0,2,IMPORTED,
2025-11,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,7,57,3,1,1,IMPORTED,
2025-12,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,7,59,4,0,2,IMPORTED,
2026-01,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,8,60,4,1,1,IMPORTED,
2026-02,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,8,63,4,0,3,IMPORTED,
2026-03,SCOPUS_57220100640,"NOVIL DEDY ANDRIATMOKO, S.P., M.BA., M.P.",FP,FP,57220100640,8,63,4,0,0,IMPORTED,
2025-04,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,,,IMPORTED,
2025-05,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-06,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-07,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-08,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-09,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-10,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-11,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2025-12,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2026-01,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2026-02,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,4,1,0,0,IMPORTED,
2026-03,SCOPUS_57220108712,"dr. AHMAD DIAN WAHYUDIONO, Sp.THT-KL(K).",FK,FK,57220108712,2,6,2,0,2,IMPORTED,
2025-04,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,2,4,1,,,IMPORTED,
2025-05,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,2,4,1,0,0,IMPORTED,
2025-06,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,2,4,1,0,0,IMPORTED,
2025-07,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,4,1,1,0,IMPORTED,
2025-08,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,4,1,0,0,IMPORTED,
2025-09,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,4,1,0,0,IMPORTED,
2025-10,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,5,1,0,1,IMPORTED,
2025-11,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,5,1,0,0,IMPORTED,
2025-12,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,5,1,0,0,IMPORTED,
2026-01,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,6,2,0,1,IMPORTED,
2026-02,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,7,2,0,1,IMPORTED,
2026-03,SCOPUS_57220119091,"LUH AYU TIRTAYANI, S.Psi., M.Psi.",FISIP,FISIP,57220119091,3,9,2,0,2,IMPORTED,
2025-04,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,,,IMPORTED,
2025-05,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-06,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-07,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-08,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-09,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-10,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-11,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-12,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2026-01,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2026-02,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2026-03,SCOPUS_57220127058,"Dr. SRI MULJANINGSIH, SE., MSP.",FEB,FEB,57220127058,2,2,1,0,0,IMPORTED,
2025-04,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,8,92,4,,,IMPORTED,
2025-05,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,13,101,4,5,9,IMPORTED,
2025-06,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,13,107,4,0,6,IMPORTED,
2025-07,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,13,110,4,0,3,IMPORTED,
2025-08,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,15,120,5,2,10,IMPORTED,
2025-09,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,15,131,5,0,11,IMPORTED,
2025-10,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,15,137,5,0,6,IMPORTED,
2025-11,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,15,143,5,0,6,IMPORTED,
2025-12,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,15,149,5,0,6,IMPORTED,
2026-01,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,15,152,5,0,3,IMPORTED,
2026-02,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,17,155,5,2,3,IMPORTED,
2026-03,SCOPUS_57220130615,"UUN HARIYANTI, S.Pd., M.Pd., Ph.D.",FILKOM,FILKOM,57220130615,17,160,5,0,5,IMPORTED,
2025-04,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,0,0,0,,,IMPORTED,
2025-05,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,0,0,0,0,0,IMPORTED,
2025-06,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,0,0,0,0,0,IMPORTED,
2025-07,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,6,29,3,6,29,IMPORTED,
2025-08,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,6,32,3,0,3,IMPORTED,
2025-09,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,6,32,3,0,0,IMPORTED,
2025-10,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,6,33,3,0,1,IMPORTED,
2025-11,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,6,33,3,0,0,IMPORTED,
2025-12,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,7,38,4,1,5,IMPORTED,
2026-01,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,7,39,4,0,1,IMPORTED,
2026-02,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,7,40,4,0,1,IMPORTED,
2026-03,SCOPUS_57220190524,"ANI ATUL ARIF, S.Pt., M.Si.",FAPET,FAPET,57220190524,7,41,4,0,1,IMPORTED,
2025-04,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,60,5,,,IMPORTED,
2025-05,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,67,5,0,7,IMPORTED,
2025-06,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,71,5,0,4,IMPORTED,
2025-07,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,76,6,0,5,IMPORTED,
2025-08,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,80,6,0,4,IMPORTED,
2025-09,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,81,6,0,1,IMPORTED,
2025-10,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,11,81,6,0,0,IMPORTED,
2025-11,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,12,82,6,1,1,IMPORTED,
2025-12,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,12,86,7,0,4,IMPORTED,
2026-01,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,14,92,7,2,6,IMPORTED,
2026-02,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,14,97,7,0,5,IMPORTED,
2026-03,SCOPUS_57220197939,"ARIK PRASETYA, S.Sos., M.Si., Ph.D.",FIA,FIA,57220197939,14,103,7,0,6,IMPORTED,
2025-04,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,8,8,2,,,IMPORTED,
2025-05,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,8,9,2,0,1,IMPORTED,
2025-06,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,8,9,2,0,0,IMPORTED,
2025-07,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,9,9,2,1,0,IMPORTED,
2025-08,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,10,10,2,1,1,IMPORTED,
2025-09,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,10,10,2,0,0,IMPORTED,
2025-10,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,10,11,2,0,1,IMPORTED,
2025-11,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,10,11,2,0,0,IMPORTED,
2025-12,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,10,11,2,0,0,IMPORTED,
2026-01,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,13,12,2,3,1,IMPORTED,
2026-02,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,13,12,2,0,0,IMPORTED,
2026-03,SCOPUS_57220242214,"Dr. Dra. LELY INDAH MINDARTI, M.Si.",FIA,FIA,57220242214,14,12,2,1,0,IMPORTED,
2025-04,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,7,11,2,,,IMPORTED,
2025-05,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,8,11,2,1,0,IMPORTED,
2025-06,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,8,11,2,0,0,IMPORTED,
2025-07,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,8,11,2,0,0,IMPORTED,
2025-08,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,8,11,2,0,0,IMPORTED,
2025-09,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,11,2,1,0,IMPORTED,
2025-10,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,11,2,0,0,IMPORTED,
2025-11,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,11,2,0,0,IMPORTED,
2025-12,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,11,2,0,0,IMPORTED,
2026-01,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,11,2,0,0,IMPORTED,
2026-02,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,11,2,0,0,IMPORTED,
2026-03,SCOPUS_57220270436,"ANISA APRILIA, S.P., M.BA., M.P.",FP,FP,57220270436,9,12,2,0,1,IMPORTED,
2025-04,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,32,164,9,,,IMPORTED,
2025-05,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,33,252,9,1,88,IMPORTED,
2025-06,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,33,260,9,0,8,IMPORTED,
2025-07,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,33,269,9,0,9,IMPORTED,
2025-08,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,33,281,9,0,12,IMPORTED,
2025-09,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,34,292,9,1,11,IMPORTED,
2025-10,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,34,308,9,0,16,IMPORTED,
2025-11,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,36,330,10,2,22,IMPORTED,
2025-12,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,37,343,10,1,13,IMPORTED,
2026-01,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,37,359,10,0,16,IMPORTED,
2026-02,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,37,385,11,0,26,IMPORTED,
2026-03,SCOPUS_57220585431,"MOH. SHADIQUR RAHMAN, S.Pi., M.P., Ph.D.",FP,FP,57220585431,37,393,11,0,8,IMPORTED,
2025-04,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,6,3,1,,,IMPORTED,
2025-05,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,6,3,1,0,0,IMPORTED,
2025-06,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,6,3,1,0,0,IMPORTED,
2025-07,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,7,4,1,1,1,IMPORTED,
2025-08,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,8,5,1,1,1,IMPORTED,
2025-09,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,9,5,1,1,0,IMPORTED,
2025-10,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,9,5,1,0,0,IMPORTED,
2025-11,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,10,6,1,1,1,IMPORTED,
2025-12,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,10,6,1,0,0,IMPORTED,
2026-01,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,11,7,2,1,1,IMPORTED,
2026-02,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,11,8,2,0,1,IMPORTED,
2026-03,SCOPUS_57220746097,"MUHAMMAD ROSYIHAN HENDRAWAN, SIP., M.Hum.",FIA,FIA,57220746097,12,9,2,1,1,IMPORTED,
2025-04,SCOPUS_57220830037,"Dr. FACHRIZAL AFANDI, S.Psi., SH., MH.",FH,FH,57220830037,5,5,2,,,IMPORTED,
2025-05,SCOPUS_57220830037,"Dr. FACHRIZAL AFANDI, S.Psi., SH., MH.",FH,FH,57220830037,5,5,2,0,0,IMPORTED,
2025-06,SCOPUS_57220830037,"Dr. FACHRIZAL AFANDI, S.Psi., SH., MH.",FH,FH,57220830037,5,6,2,0,1,IMPORTED,
2025-07,SCOPUS_57220830037,"Dr. FACHRIZAL AFANDI, S.Psi., SH., MH.",FH,FH,57220830037,5,6,2,0,0,IMPORTED,
2025-08,SCOPUS_57220830037,"Dr. FACHRIZAL AFANDI, S.Psi., SH., MH.",FH,FH,57220830037,5,8,2,0,2,IMPORTED,
2025-09,SCOPUS_57220830037,"Dr. FACHRIZAL AFANDI, S.Psi., SH., MH.",FH,FH,57220830037,5,8,2,0,0,IMPORTED,
